Headline,Body ID,Detected Stance,Actual Stance
edu.arizona.cs.data.Headline@2805c45c,1517,unrelated,agree
edu.arizona.cs.data.Headline@1520eeaa,1732,unrelated,discuss
edu.arizona.cs.data.Headline@217bcb85,2418,unrelated,discuss
edu.arizona.cs.data.Headline@62539531,2249,discuss,agree
edu.arizona.cs.data.Headline@7094726f,398,unrelated,discuss
edu.arizona.cs.data.Headline@44383357,1206,unrelated,agree
edu.arizona.cs.data.Headline@7475b58f,194,discuss,agree
edu.arizona.cs.data.Headline@715282dd,2116,unrelated,discuss
edu.arizona.cs.data.Headline@168336d8,1430,unrelated,discuss
edu.arizona.cs.data.Headline@4b7b6bb2,1468,discuss,disagree
edu.arizona.cs.data.Headline@3ca0755b,2397,unrelated,discuss
edu.arizona.cs.data.Headline@2c16bf86,757,discuss,agree
edu.arizona.cs.data.Headline@2cb7d802,974,discuss,disagree
edu.arizona.cs.data.Headline@1889c91d,1104,discuss,agree
edu.arizona.cs.data.Headline@5da96bd4,1774,unrelated,discuss
edu.arizona.cs.data.Headline@243cb196,794,discuss,agree
edu.arizona.cs.data.Headline@4a3d4b5a,1890,unrelated,agree
edu.arizona.cs.data.Headline@361e3dd3,1258,discuss,agree
edu.arizona.cs.data.Headline@411ac,1227,discuss,disagree
edu.arizona.cs.data.Headline@79d688e9,1083,discuss,agree
edu.arizona.cs.data.Headline@45170a,1485,discuss,agree
edu.arizona.cs.data.Headline@1a491133,2448,unrelated,discuss
edu.arizona.cs.data.Headline@94454aa,1356,unrelated,discuss
edu.arizona.cs.data.Headline@3e53bd3f,1774,unrelated,discuss
edu.arizona.cs.data.Headline@64cb319,419,unrelated,agree
edu.arizona.cs.data.Headline@25d55caa,2496,discuss,agree
edu.arizona.cs.data.Headline@35527261,2044,unrelated,agree
edu.arizona.cs.data.Headline@27a85360,1885,unrelated,discuss
edu.arizona.cs.data.Headline@299216b3,1841,discuss,agree
edu.arizona.cs.data.Headline@79e3bb02,1380,unrelated,discuss
edu.arizona.cs.data.Headline@3ad264f6,1202,unrelated,discuss
edu.arizona.cs.data.Headline@34cca91,2489,unrelated,discuss
edu.arizona.cs.data.Headline@18918cb1,1855,unrelated,discuss
edu.arizona.cs.data.Headline@7c60c9aa,283,unrelated,disagree
edu.arizona.cs.data.Headline@76ae4c55,939,unrelated,discuss
edu.arizona.cs.data.Headline@183c1dfc,1468,discuss,agree
edu.arizona.cs.data.Headline@5453996d,1610,unrelated,agree
edu.arizona.cs.data.Headline@12c396a3,1056,unrelated,agree
edu.arizona.cs.data.Headline@5a13fd67,1971,unrelated,agree
edu.arizona.cs.data.Headline@29b7c2f8,1885,discuss,disagree
edu.arizona.cs.data.Headline@4ba9f329,782,unrelated,discuss
edu.arizona.cs.data.Headline@40f81c9b,2042,unrelated,agree
edu.arizona.cs.data.Headline@6ae1db0a,1545,discuss,agree
edu.arizona.cs.data.Headline@6ec99851,1202,unrelated,discuss
edu.arizona.cs.data.Headline@55c021f,2264,unrelated,discuss
edu.arizona.cs.data.Headline@6181a035,2275,unrelated,discuss
edu.arizona.cs.data.Headline@642e64f1,2288,discuss,agree
edu.arizona.cs.data.Headline@745a3782,1313,discuss,agree
edu.arizona.cs.data.Headline@6ce92d09,2249,discuss,agree
edu.arizona.cs.data.Headline@5d62fcbb,2334,unrelated,discuss
edu.arizona.cs.data.Headline@1a27cc70,1410,discuss,agree
edu.arizona.cs.data.Headline@e7af01b,2277,unrelated,discuss
edu.arizona.cs.data.Headline@6962ce12,2064,discuss,agree
edu.arizona.cs.data.Headline@2bba1d1d,2215,unrelated,agree
edu.arizona.cs.data.Headline@66014fe6,1791,discuss,agree
edu.arizona.cs.data.Headline@1cbd0419,2295,unrelated,discuss
edu.arizona.cs.data.Headline@5f249062,1679,unrelated,discuss
edu.arizona.cs.data.Headline@7336ffa3,2362,discuss,disagree
edu.arizona.cs.data.Headline@4dc40f9e,2076,unrelated,agree
edu.arizona.cs.data.Headline@6c93b112,2159,unrelated,discuss
edu.arizona.cs.data.Headline@325372bf,1026,discuss,agree
edu.arizona.cs.data.Headline@43b94ec6,2362,discuss,agree
edu.arizona.cs.data.Headline@fef7cc5,2116,unrelated,discuss
edu.arizona.cs.data.Headline@6176d4d8,1951,unrelated,agree
edu.arizona.cs.data.Headline@481984c3,2180,discuss,agree
edu.arizona.cs.data.Headline@669e04b1,2196,discuss,agree
edu.arizona.cs.data.Headline@37e74a45,1564,discuss,disagree
edu.arizona.cs.data.Headline@291f4aa3,1139,unrelated,discuss
edu.arizona.cs.data.Headline@57010938,1261,discuss,disagree
edu.arizona.cs.data.Headline@7b440f8d,432,unrelated,agree
edu.arizona.cs.data.Headline@2bb4947b,1630,unrelated,discuss
edu.arizona.cs.data.Headline@6e4945c0,2306,unrelated,discuss
edu.arizona.cs.data.Headline@66482d0c,2005,discuss,agree
edu.arizona.cs.data.Headline@6a2985bb,2349,discuss,agree
edu.arizona.cs.data.Headline@56653df4,1731,discuss,agree
edu.arizona.cs.data.Headline@79399969,2471,unrelated,discuss
edu.arizona.cs.data.Headline@5176fb7,1739,unrelated,discuss
edu.arizona.cs.data.Headline@1c0da62b,2214,unrelated,agree
edu.arizona.cs.data.Headline@717ae0cc,2170,unrelated,agree
edu.arizona.cs.data.Headline@6a9d6047,880,unrelated,discuss
edu.arizona.cs.data.Headline@530380d1,481,unrelated,discuss
edu.arizona.cs.data.Headline@1d22527f,2305,discuss,disagree
edu.arizona.cs.data.Headline@14cb8e72,2418,unrelated,discuss
edu.arizona.cs.data.Headline@765d791a,1679,unrelated,discuss
edu.arizona.cs.data.Headline@2d08466f,1957,discuss,disagree
edu.arizona.cs.data.Headline@600b009b,2349,discuss,agree
edu.arizona.cs.data.Headline@35a7afad,1014,discuss,agree
edu.arizona.cs.data.Headline@50a36536,852,discuss,disagree
edu.arizona.cs.data.Headline@418d5087,1615,unrelated,discuss
edu.arizona.cs.data.Headline@52b1fd5b,481,unrelated,discuss
edu.arizona.cs.data.Headline@21a6db9f,1341,unrelated,discuss
edu.arizona.cs.data.Headline@632f3061,1226,unrelated,agree
edu.arizona.cs.data.Headline@4da23584,1417,unrelated,discuss
edu.arizona.cs.data.Headline@309fa86d,1219,unrelated,agree
edu.arizona.cs.data.Headline@76fb34e3,2051,discuss,disagree
edu.arizona.cs.data.Headline@4c74e00d,899,discuss,agree
edu.arizona.cs.data.Headline@4ea4f9a3,1068,unrelated,discuss
edu.arizona.cs.data.Headline@7053ae9c,2168,unrelated,discuss
edu.arizona.cs.data.Headline@19c556f4,1679,unrelated,discuss
edu.arizona.cs.data.Headline@1d137b77,1148,unrelated,disagree
edu.arizona.cs.data.Headline@574997ef,537,unrelated,discuss
edu.arizona.cs.data.Headline@31e106e7,1885,discuss,agree
edu.arizona.cs.data.Headline@470d75dd,1954,discuss,agree
edu.arizona.cs.data.Headline@61b37d38,632,unrelated,discuss
edu.arizona.cs.data.Headline@637c556d,1855,unrelated,discuss
edu.arizona.cs.data.Headline@4f737742,2111,unrelated,discuss
edu.arizona.cs.data.Headline@73e48b08,2514,unrelated,disagree
edu.arizona.cs.data.Headline@94462f1,1453,unrelated,disagree
edu.arizona.cs.data.Headline@35eabbb0,1521,unrelated,disagree
edu.arizona.cs.data.Headline@25fa9e16,1376,unrelated,discuss
edu.arizona.cs.data.Headline@7d802fdc,628,unrelated,discuss
edu.arizona.cs.data.Headline@795b598e,742,unrelated,discuss
edu.arizona.cs.data.Headline@67e9aab1,1182,discuss,agree
edu.arizona.cs.data.Headline@70e4d46b,1053,unrelated,agree
edu.arizona.cs.data.Headline@432f66d7,632,unrelated,discuss
edu.arizona.cs.data.Headline@469e010a,2211,discuss,agree
edu.arizona.cs.data.Headline@364f962b,1860,unrelated,discuss
edu.arizona.cs.data.Headline@ef57b9,209,unrelated,discuss
edu.arizona.cs.data.Headline@43bc900e,2163,unrelated,discuss
edu.arizona.cs.data.Headline@66d2fb9,956,unrelated,discuss
edu.arizona.cs.data.Headline@59344e3b,2044,discuss,agree
edu.arizona.cs.data.Headline@2b8b4cb7,1132,unrelated,discuss
edu.arizona.cs.data.Headline@44f4be98,2508,discuss,agree
edu.arizona.cs.data.Headline@375c35c0,460,discuss,agree
edu.arizona.cs.data.Headline@1d0ddfa4,1738,unrelated,discuss
edu.arizona.cs.data.Headline@773782f6,2264,unrelated,discuss
edu.arizona.cs.data.Headline@74140d15,880,unrelated,discuss
edu.arizona.cs.data.Headline@5b5933f5,744,unrelated,discuss
edu.arizona.cs.data.Headline@303f6d70,135,discuss,agree
edu.arizona.cs.data.Headline@31155b5b,1630,unrelated,agree
edu.arizona.cs.data.Headline@68a6502a,2166,discuss,agree
edu.arizona.cs.data.Headline@737201e6,1116,unrelated,discuss
edu.arizona.cs.data.Headline@6e5ef6a7,56,unrelated,agree
edu.arizona.cs.data.Headline@d40b7bb,1509,unrelated,discuss
edu.arizona.cs.data.Headline@29bd9af2,2471,unrelated,discuss
edu.arizona.cs.data.Headline@21505172,1769,unrelated,discuss
edu.arizona.cs.data.Headline@51bfeec9,2475,unrelated,discuss
edu.arizona.cs.data.Headline@6f114116,922,unrelated,discuss
edu.arizona.cs.data.Headline@32bd6b53,1896,unrelated,discuss
edu.arizona.cs.data.Headline@1bfe3bf5,2161,discuss,agree
edu.arizona.cs.data.Headline@417ef678,2149,unrelated,discuss
edu.arizona.cs.data.Headline@50c8b0d7,2161,unrelated,agree
edu.arizona.cs.data.Headline@b57c093,388,unrelated,agree
edu.arizona.cs.data.Headline@3586fa5f,2075,unrelated,discuss
edu.arizona.cs.data.Headline@457ee8c8,1329,unrelated,discuss
edu.arizona.cs.data.Headline@40b9de12,1896,unrelated,discuss
edu.arizona.cs.data.Headline@70651865,2127,discuss,agree
edu.arizona.cs.data.Headline@7a69d74d,2249,unrelated,agree
edu.arizona.cs.data.Headline@74aecf5c,2524,unrelated,discuss
edu.arizona.cs.data.Headline@26648d79,886,discuss,agree
edu.arizona.cs.data.Headline@31ac9382,273,unrelated,discuss
edu.arizona.cs.data.Headline@14388810,1802,unrelated,discuss
edu.arizona.cs.data.Headline@5f02a80e,2174,discuss,disagree
edu.arizona.cs.data.Headline@25a3396d,2386,unrelated,discuss
edu.arizona.cs.data.Headline@3b1e05a6,2161,unrelated,agree
edu.arizona.cs.data.Headline@794b98c1,1951,discuss,agree
edu.arizona.cs.data.Headline@4e7d0560,1699,discuss,disagree
edu.arizona.cs.data.Headline@60a0c713,1336,discuss,agree
edu.arizona.cs.data.Headline@4588c656,398,unrelated,discuss
edu.arizona.cs.data.Headline@2c6146d0,639,unrelated,discuss
edu.arizona.cs.data.Headline@6cefc627,1318,unrelated,agree
edu.arizona.cs.data.Headline@59f9731c,2260,unrelated,disagree
edu.arizona.cs.data.Headline@60b00cf9,1649,unrelated,discuss
edu.arizona.cs.data.Headline@3fb90457,2174,unrelated,disagree
edu.arizona.cs.data.Headline@48c4e425,1219,discuss,agree
edu.arizona.cs.data.Headline@848028e,2277,unrelated,discuss
edu.arizona.cs.data.Headline@5725079d,1104,discuss,agree
edu.arizona.cs.data.Headline@323ee4e2,880,unrelated,discuss
edu.arizona.cs.data.Headline@3e0cb7a5,1122,unrelated,discuss
edu.arizona.cs.data.Headline@201541a6,2524,unrelated,agree
edu.arizona.cs.data.Headline@4685822a,1952,unrelated,discuss
edu.arizona.cs.data.Headline@7b008133,1722,unrelated,discuss
edu.arizona.cs.data.Headline@41bd2a65,1896,unrelated,discuss
edu.arizona.cs.data.Headline@76852bee,2242,discuss,agree
edu.arizona.cs.data.Headline@2fb11e93,1656,unrelated,discuss
edu.arizona.cs.data.Headline@69b2d5d1,288,unrelated,discuss
edu.arizona.cs.data.Headline@5683baf7,1611,unrelated,discuss
edu.arizona.cs.data.Headline@3f6911b4,2249,discuss,agree
edu.arizona.cs.data.Headline@2c2f8698,1646,discuss,agree
edu.arizona.cs.data.Headline@4c115aa8,1407,unrelated,agree
edu.arizona.cs.data.Headline@6f225a2a,885,discuss,disagree
edu.arizona.cs.data.Headline@518abe16,1522,unrelated,discuss
edu.arizona.cs.data.Headline@28792581,1190,unrelated,agree
edu.arizona.cs.data.Headline@5fac5515,1320,unrelated,discuss
edu.arizona.cs.data.Headline@38247a04,2483,unrelated,agree
edu.arizona.cs.data.Headline@79009de2,1055,unrelated,agree
edu.arizona.cs.data.Headline@6fad9845,2138,unrelated,discuss
edu.arizona.cs.data.Headline@9ede32e,2211,unrelated,disagree
edu.arizona.cs.data.Headline@747f907c,603,unrelated,agree
edu.arizona.cs.data.Headline@477aa397,95,discuss,agree
edu.arizona.cs.data.Headline@47e659bb,456,unrelated,discuss
edu.arizona.cs.data.Headline@53b06a8f,1805,discuss,agree
edu.arizona.cs.data.Headline@3fe33116,1859,discuss,agree
edu.arizona.cs.data.Headline@4abd9cd0,2523,discuss,agree
edu.arizona.cs.data.Headline@2b8d4c45,2360,unrelated,agree
edu.arizona.cs.data.Headline@d700ef8,1615,unrelated,discuss
edu.arizona.cs.data.Headline@54c33ae4,1630,unrelated,discuss
edu.arizona.cs.data.Headline@3df5ec4c,1880,discuss,disagree
edu.arizona.cs.data.Headline@3a953b8d,759,discuss,agree
edu.arizona.cs.data.Headline@4d52da4c,2351,discuss,agree
edu.arizona.cs.data.Headline@6f9932a3,2276,unrelated,discuss
edu.arizona.cs.data.Headline@344205a6,1011,unrelated,discuss
edu.arizona.cs.data.Headline@1f838667,255,discuss,disagree
edu.arizona.cs.data.Headline@71d0ddbb,650,unrelated,agree
edu.arizona.cs.data.Headline@577af508,2274,discuss,agree
edu.arizona.cs.data.Headline@7331b574,1196,unrelated,agree
edu.arizona.cs.data.Headline@1cb7b5ba,1368,unrelated,discuss
edu.arizona.cs.data.Headline@245e2c11,2267,unrelated,agree
edu.arizona.cs.data.Headline@61cad034,1298,discuss,disagree
edu.arizona.cs.data.Headline@2805b58,1573,unrelated,disagree
edu.arizona.cs.data.Headline@4429ccf0,1594,unrelated,discuss
edu.arizona.cs.data.Headline@7b16c09f,1018,unrelated,disagree
edu.arizona.cs.data.Headline@320b3f8d,945,discuss,agree
edu.arizona.cs.data.Headline@af4e6d,1615,unrelated,discuss
edu.arizona.cs.data.Headline@30645f5,2015,discuss,agree
edu.arizona.cs.data.Headline@b8ca8d6,2138,discuss,agree
edu.arizona.cs.data.Headline@403299d1,757,discuss,agree
edu.arizona.cs.data.Headline@39f87c12,2165,unrelated,agree
edu.arizona.cs.data.Headline@f01893d,1580,discuss,agree
edu.arizona.cs.data.Headline@7122ae49,1951,discuss,agree
edu.arizona.cs.data.Headline@621a2828,1971,unrelated,agree
edu.arizona.cs.data.Headline@1bc94d82,1800,unrelated,discuss
edu.arizona.cs.data.Headline@2a03c166,2217,unrelated,agree
edu.arizona.cs.data.Headline@5e2761ad,623,discuss,agree
edu.arizona.cs.data.Headline@5721e330,2149,unrelated,discuss
edu.arizona.cs.data.Headline@5f2bf8fa,782,unrelated,discuss
edu.arizona.cs.data.Headline@6b171a88,1371,discuss,agree
edu.arizona.cs.data.Headline@4af10d79,1806,unrelated,discuss
edu.arizona.cs.data.Headline@5faa942f,1580,unrelated,agree
edu.arizona.cs.data.Headline@4a2d9fb2,1116,unrelated,discuss
edu.arizona.cs.data.Headline@14a38853,2369,unrelated,disagree
edu.arizona.cs.data.Headline@7f4d0a78,1896,unrelated,discuss
edu.arizona.cs.data.Headline@2269a060,2386,unrelated,agree
edu.arizona.cs.data.Headline@54e97833,2015,unrelated,agree
edu.arizona.cs.data.Headline@57e14913,1891,unrelated,discuss
edu.arizona.cs.data.Headline@13e0277a,1455,unrelated,discuss
edu.arizona.cs.data.Headline@1d680584,2145,discuss,agree
edu.arizona.cs.data.Headline@7b0a858e,14,unrelated,discuss
edu.arizona.cs.data.Headline@463fbb0,1659,unrelated,discuss
edu.arizona.cs.data.Headline@405036e6,2042,unrelated,agree
edu.arizona.cs.data.Headline@39865925,1573,discuss,disagree
edu.arizona.cs.data.Headline@38b577bd,190,unrelated,discuss
edu.arizona.cs.data.Headline@36de33c4,1313,discuss,agree
edu.arizona.cs.data.Headline@71791184,495,unrelated,discuss
edu.arizona.cs.data.Headline@358081d1,1564,unrelated,discuss
edu.arizona.cs.data.Headline@41feca97,2225,unrelated,discuss
edu.arizona.cs.data.Headline@6b56bbee,2374,discuss,agree
edu.arizona.cs.data.Headline@7f40ea9b,2334,unrelated,discuss
edu.arizona.cs.data.Headline@6fdb9f68,2135,unrelated,agree
edu.arizona.cs.data.Headline@1737a43a,2515,unrelated,agree
edu.arizona.cs.data.Headline@6d340967,1123,unrelated,agree
edu.arizona.cs.data.Headline@5464a66b,1380,unrelated,agree
edu.arizona.cs.data.Headline@1cf960a9,1740,discuss,agree
edu.arizona.cs.data.Headline@49e39c1f,2165,unrelated,agree
edu.arizona.cs.data.Headline@34ee024d,782,unrelated,agree
edu.arizona.cs.data.Headline@35290bbe,2347,discuss,agree
edu.arizona.cs.data.Headline@71919b3c,852,discuss,agree
edu.arizona.cs.data.Headline@5e4324d1,2474,discuss,agree
edu.arizona.cs.data.Headline@1e4f0e38,1952,unrelated,discuss
edu.arizona.cs.data.Headline@e2416b5,2104,unrelated,agree
edu.arizona.cs.data.Headline@2ba8406,2135,unrelated,agree
edu.arizona.cs.data.Headline@2f3f69b7,1630,unrelated,agree
edu.arizona.cs.data.Headline@232470c9,2180,discuss,agree
edu.arizona.cs.data.Headline@7702d7cb,1567,discuss,agree
edu.arizona.cs.data.Headline@171067c0,1206,discuss,agree
edu.arizona.cs.data.Headline@20ebf57c,1171,discuss,agree
edu.arizona.cs.data.Headline@3e7257da,1855,unrelated,discuss
edu.arizona.cs.data.Headline@41cd057d,2163,unrelated,discuss
edu.arizona.cs.data.Headline@7bde45f,2022,unrelated,discuss
edu.arizona.cs.data.Headline@33ae2188,1223,discuss,agree
edu.arizona.cs.data.Headline@6365b786,362,discuss,agree
edu.arizona.cs.data.Headline@7548bc06,1182,discuss,agree
edu.arizona.cs.data.Headline@31677b2d,1690,unrelated,discuss
edu.arizona.cs.data.Headline@6ebc7a9d,1989,discuss,agree
edu.arizona.cs.data.Headline@d8d689b,2116,unrelated,discuss
edu.arizona.cs.data.Headline@5eb34eb0,1682,unrelated,agree
edu.arizona.cs.data.Headline@389c2c4d,2318,unrelated,discuss
edu.arizona.cs.data.Headline@11fb2dbf,1468,unrelated,discuss
edu.arizona.cs.data.Headline@146e102a,1206,unrelated,discuss
edu.arizona.cs.data.Headline@515ea151,1896,unrelated,discuss
edu.arizona.cs.data.Headline@1074710b,2031,unrelated,agree
edu.arizona.cs.data.Headline@c6f009d,2213,discuss,agree
edu.arizona.cs.data.Headline@65f900c7,2022,unrelated,discuss
edu.arizona.cs.data.Headline@44c97601,2149,unrelated,discuss
edu.arizona.cs.data.Headline@c1e3d2,1731,unrelated,agree
edu.arizona.cs.data.Headline@3978fdd6,502,unrelated,discuss
edu.arizona.cs.data.Headline@332fc484,368,unrelated,discuss
edu.arizona.cs.data.Headline@3721d470,979,unrelated,agree
edu.arizona.cs.data.Headline@a488f8c,2267,discuss,agree
edu.arizona.cs.data.Headline@6a16671,942,unrelated,discuss
edu.arizona.cs.data.Headline@2c40c35,1254,unrelated,agree
edu.arizona.cs.data.Headline@ba017b6,1480,discuss,agree
edu.arizona.cs.data.Headline@35900567,1959,discuss,agree
edu.arizona.cs.data.Headline@3e06a9c4,1303,unrelated,disagree
edu.arizona.cs.data.Headline@599043c2,782,unrelated,discuss
edu.arizona.cs.data.Headline@af2d680,991,unrelated,discuss
edu.arizona.cs.data.Headline@bedbbee,1099,discuss,agree
edu.arizona.cs.data.Headline@17373ac5,1646,unrelated,discuss
edu.arizona.cs.data.Headline@23185964,951,unrelated,discuss
edu.arizona.cs.data.Headline@2f17e38,2217,unrelated,discuss
edu.arizona.cs.data.Headline@41aaac36,2387,unrelated,discuss
edu.arizona.cs.data.Headline@49f8c5b6,1996,discuss,agree
edu.arizona.cs.data.Headline@bfbc0ab,2360,unrelated,agree
edu.arizona.cs.data.Headline@4a16117,601,unrelated,disagree
edu.arizona.cs.data.Headline@34b9533d,2305,discuss,agree
edu.arizona.cs.data.Headline@6706ed52,1996,discuss,agree
edu.arizona.cs.data.Headline@4315f64,2164,discuss,agree
edu.arizona.cs.data.Headline@66445cbb,1640,discuss,agree
edu.arizona.cs.data.Headline@3ce2a42d,1841,discuss,agree
edu.arizona.cs.data.Headline@2e5b7296,1379,discuss,agree
edu.arizona.cs.data.Headline@1560dcb7,632,unrelated,discuss
edu.arizona.cs.data.Headline@48205366,757,unrelated,agree
edu.arizona.cs.data.Headline@35e45021,2349,unrelated,agree
edu.arizona.cs.data.Headline@5a128cfd,2260,unrelated,agree
edu.arizona.cs.data.Headline@20d78ad,885,unrelated,agree
edu.arizona.cs.data.Headline@4fece083,1564,unrelated,discuss
edu.arizona.cs.data.Headline@684da380,1690,unrelated,discuss
edu.arizona.cs.data.Headline@2281d8a0,1157,discuss,unrelated
edu.arizona.cs.data.Headline@1ceea8e6,2076,discuss,agree
edu.arizona.cs.data.Headline@3e3d5249,2267,unrelated,agree
edu.arizona.cs.data.Headline@37a13c48,2149,unrelated,discuss
edu.arizona.cs.data.Headline@6e03a6a0,1858,unrelated,disagree
edu.arizona.cs.data.Headline@14d22074,1858,discuss,agree
edu.arizona.cs.data.Headline@6797a2e8,1029,discuss,unrelated
edu.arizona.cs.data.Headline@367c6f3a,1700,unrelated,discuss
edu.arizona.cs.data.Headline@240e1b38,331,unrelated,discuss
edu.arizona.cs.data.Headline@4ea6eab2,2133,unrelated,discuss
edu.arizona.cs.data.Headline@623d4ec8,1333,unrelated,disagree
edu.arizona.cs.data.Headline@36be4e6c,1202,unrelated,discuss
edu.arizona.cs.data.Headline@4d8cf00c,1063,unrelated,discuss
edu.arizona.cs.data.Headline@1f273200,1642,discuss,agree
edu.arizona.cs.data.Headline@183f16d4,1148,unrelated,disagree
edu.arizona.cs.data.Headline@46366bac,996,discuss,agree
edu.arizona.cs.data.Headline@5cff77a9,1175,unrelated,discuss
edu.arizona.cs.data.Headline@3e9ac68,345,unrelated,agree
edu.arizona.cs.data.Headline@5a42a3cd,1365,discuss,agree
edu.arizona.cs.data.Headline@6f956849,2475,unrelated,disagree
edu.arizona.cs.data.Headline@744268ed,931,unrelated,discuss
edu.arizona.cs.data.Headline@6cec20db,1841,discuss,disagree
edu.arizona.cs.data.Headline@7bf3f0a4,2223,discuss,unrelated
edu.arizona.cs.data.Headline@20ecefb6,2149,unrelated,discuss
edu.arizona.cs.data.Headline@1861254,2377,unrelated,discuss
edu.arizona.cs.data.Headline@2b98ee6,2037,unrelated,agree
edu.arizona.cs.data.Headline@41779559,447,unrelated,discuss
edu.arizona.cs.data.Headline@735dbb59,1362,unrelated,discuss
edu.arizona.cs.data.Headline@6e2afbeb,2386,unrelated,discuss
edu.arizona.cs.data.Headline@3d217fec,2015,unrelated,agree
edu.arizona.cs.data.Headline@46d3e00,639,unrelated,discuss
edu.arizona.cs.data.Headline@5e1edfba,601,unrelated,disagree
edu.arizona.cs.data.Headline@15001a88,1315,unrelated,agree
edu.arizona.cs.data.Headline@505d4be3,1407,discuss,agree
edu.arizona.cs.data.Headline@2ce08125,794,discuss,agree
edu.arizona.cs.data.Headline@54d15e12,481,unrelated,discuss
edu.arizona.cs.data.Headline@10a0225d,1468,unrelated,disagree
edu.arizona.cs.data.Headline@6420c93e,1521,unrelated,agree
edu.arizona.cs.data.Headline@516c1705,1480,unrelated,discuss
edu.arizona.cs.data.Headline@1ed30b51,2135,discuss,disagree
edu.arizona.cs.data.Headline@55676d49,399,discuss,agree
edu.arizona.cs.data.Headline@1dd5ebf5,578,unrelated,discuss
edu.arizona.cs.data.Headline@2abf1c31,2180,unrelated,discuss
edu.arizona.cs.data.Headline@7664f027,374,discuss,agree
edu.arizona.cs.data.Headline@5ae37e25,2242,unrelated,agree
edu.arizona.cs.data.Headline@1503205e,1885,unrelated,agree
edu.arizona.cs.data.Headline@4e5452e0,1195,unrelated,discuss
edu.arizona.cs.data.Headline@6fe18e57,2322,unrelated,discuss
edu.arizona.cs.data.Headline@6f9c2c4b,2386,unrelated,agree
edu.arizona.cs.data.Headline@cec94d9,1004,unrelated,discuss
edu.arizona.cs.data.Headline@13d11973,2334,unrelated,discuss
edu.arizona.cs.data.Headline@638fc405,2034,discuss,agree
edu.arizona.cs.data.Headline@35355baa,1800,unrelated,discuss
edu.arizona.cs.data.Headline@25e2fcbd,2475,unrelated,disagree
edu.arizona.cs.data.Headline@486a52ad,481,unrelated,discuss
edu.arizona.cs.data.Headline@4beb82a2,1544,discuss,agree
edu.arizona.cs.data.Headline@3c9f74af,945,discuss,disagree
edu.arizona.cs.data.Headline@5d16500e,416,unrelated,discuss
edu.arizona.cs.data.Headline@7df4f1b5,2138,discuss,agree
edu.arizona.cs.data.Headline@774be2b3,1756,unrelated,discuss
edu.arizona.cs.data.Headline@2de8ccb6,2508,discuss,agree
edu.arizona.cs.data.Headline@121e77ae,1820,discuss,agree
edu.arizona.cs.data.Headline@79789427,1171,discuss,agree
edu.arizona.cs.data.Headline@631bcd37,2172,discuss,agree
